0,0,2.303835
1,28,0.977384
2,57,0.139626
3,85,0.994838
0,112,2.199115
1,139,1.047198
2,167,0.488692
3,195,1.186824
0,223,2.146755
1,249,1.117011
2,276,0.820305
3,304,1.518436
0,331,1.483530
1,358,1.186824
2,387,1.396263
3,416,1.972222
0,444,0.942478
1,472,1.151917
2,501,1.500983
3,530,2.216568
0,559,0.855211
1,585,1.117011
2,612,1.710423
3,638,2.652900
0,667,0.418879
1,694,0.994838
2,721,2.007129
3,749,2.670354
0,777,0.069813
1,804,1.151917
2,831,2.705260
3,858,2.862340
0,884,2.740167
1,910,0.907571
2,938,0.226893
3,964,2.984513
0,993,2.548181
1,1021,0.959931
3,1075,0.383972
0,1101,2.303835
1,1129,0.767945
2,1155,0.977384
3,1182,0.645772
0,1210,1.710423
1,1238,0.855211
2,1267,1.047198
3,1293,0.820305
0,1319,1.658063
1,1347,0.261799
2,1375,1.588250
3,1402,1.169371
0,1431,1.326450
1,1460,0.087266
2,1488,2.146755
3,1514,1.396263
0,1542,0.715585
1,1569,0.017453
2,1596,2.094395
3,1622,1.692969
0,1650,3.124139
1,1678,2.775074
2,1707,2.426008
3,1735,1.762783
0,1763,3.106686
1,1792,2.495821
2,1819,3.089233
3,1847,2.129302
0,1874,2.652900
1,1902,2.268928
2,1930,0.157080
3,1956,2.111848
0,1982,2.199115
1,2011,2.129302
2,2038,0.698132
3,2065,2.164208
0,2093,2.129302
1,2122,1.937315
2,2150,0.925025
3,2177,2.565634
0,2205,1.326450
1,2232,1.675516
2,2260,1.326450
3,2286,2.687807
0,2312,1.099557
1,2341,1.151917
2,2368,1.675516
3,2395,2.914700
0,2423,0.663225
1,2452,1.012291
2,2479,1.902409
3,2508,3.054326
0,2534,0.261799
1,2562,0.733038
2,2589,2.321288
3,2615,0.122173
0,2644,3.036873
1,2673,0.261799
2,2700,2.809980
3,2727,0.558505
0,2756,2.495821
1,2785,3.071779
2,2813,2.705260
3,2842,0.558505
0,2869,2.373648
1,2897,2.862340
2,2924,0.244346
3,2952,0.645772
0,2980,1.919862
