0,0,2.391101
1,28,0.541052
2,57,2.408554
3,83,2.408554
0,111,1.902409
1,137,0.680678
2,163,2.932153
3,190,2.635447
0,219,2.443461
1,248,0.593412
2,274,0.000000
3,303,3.036873
0,332,1.797689
1,360,0.750492
2,389,0.453786
3,418,0.139626
0,445,1.902409
1,472,0.750492
2,499,0.890118
3,527,0.506145
0,553,1.431170
1,581,0.802851
2,609,1.204277
3,637,0.907571
0,663,1.221730
1,692,1.082104
2,721,1.047198
3,750,1.029744
0,776,1.012291
1,803,0.837758
2,832,1.780236
3,858,1.745329
0,886,0.959931
1,913,0.820305
2,939,2.199115
3,968,2.129302
0,997,0.628319
1,1024,0.942478
2,1052,2.338741
3,1079,2.513274
0,1105,0.593412
1,1132,0.837758
2,1160,2.705260
3,1188,2.775074
0,1216,0.052360
1,1244,0.890118
2,1271,2.914700
3,1299,0.087266
0,1327,3.071779
1,1353,0.610865
2,1380,0.104720
3,1409,0.279253
1,1464,0.925025
2,1490,0.383972
3,1516,0.663225
1,1571,0.820305
2,1599,0.541052
3,1625,1.029744
0,1651,2.356194
1,1677,0.785398
2,1704,1.029744
3,1730,1.448623
0,1757,2.024582
1,1785,0.802851
2,1813,1.082104
3,1839,1.692969
0,1865,1.553343
2,1920,1.500983
3,1948,2.042035
0,1977,1.605703
1,2004,0.261799
2,2032,1.727876
3,2061,2.216568
0,2087,1.466077
1,2115,0.279253
2,2144,1.989675
3,2173,2.740167
0,2202,0.575959
1,2228,0.349066
2,2254,2.181662
3,2280,3.106686
0,2309,0.628319
1,2337,0.157080
2,2364,2.426008
3,2390,0.261799
0,2418,3.124139
1,2446,2.932153
2,2475,2.635447
3,2501,0.366519
0,2530,2.949606
1,2558,3.124139
2,2585,3.071779
3,2612,0.575959
0,2638,2.757620
1,2667,3.001966
2,2695,0.191986
3,2722,0.925025
0,2750,2.548181
1,2776,2.775074
2,2803,0.383972
3,2832,1.134464
0,2858,2.251475
1,2887,2.652900
2,2913,0.628319
3,2942,1.588250
0,2968,2.007129
1,2997,2.443461
