0,0,2.460914
1,26,2.146755
2,53,3.019420
3,79,2.548181
0,107,2.530727
1,133,2.164208
2,162,0.314159
3,190,2.722714
0,219,2.303835
1,247,1.989675
3,299,0.104720
0,327,2.111848
1,356,2.199115
2,384,1.134464
3,412,0.558505
0,441,1.448623
1,469,2.216568
2,498,1.326450
3,527,0.785398
0,555,1.151917
1,584,1.972222
3,637,1.239184
0,665,1.448623
2,720,1.919862
3,747,1.658063
0,776,1.117011
1,803,1.989675
2,831,2.356194
3,858,2.076942
0,884,0.767945
1,913,1.954769
2,940,2.391101
3,967,2.234021
1,1021,1.867502
2,1047,2.530727
3,1073,2.548181
0,1101,0.296706
1,1130,1.745329
2,1158,3.036873
3,1184,2.914700
0,1210,3.054326
1,1236,1.972222
2,1263,0.279253
3,1289,2.949606
0,1315,2.949606
1,1342,1.588250
2,1370,0.541052
3,1396,0.523599
0,1425,2.984513
1,1453,1.815142
2,1479,0.628319
3,1505,0.872665
0,1531,2.460914
1,1560,1.570796
2,1587,0.698132
3,1615,1.099557
0,1641,1.867502
1,1670,1.343904
2,1697,1.029744
3,1723,1.291544
0,1751,1.972222
1,1778,1.029744
2,1805,1.308997
3,1832,1.570796
0,1859,1.308997
1,1886,1.012291
2,1914,1.535890
3,1943,1.832596
0,1971,1.431170
1,1998,0.872665
3,2055,2.565634
0,2083,0.942478
1,2112,0.733038
2,2139,1.919862
3,2168,2.740167
0,2197,0.750492
1,2225,0.541052
2,2251,2.495821
3,2278,3.001966
0,2305,0.296706
1,2333,0.750492
2,2361,2.443461
3,2387,3.106686
0,2415,0.139626
1,2442,0.261799
2,2468,2.600541
3,2494,0.680678
0,2521,2.809980
2,2573,2.879793
3,2602,0.698132
0,2628,2.687807
1,2656,0.244346
2,2682,2.967060
3,2709,1.082104
0,2738,2.391101
1,2767,3.001966
2,2795,3.071779
3,2822,1.553343
0,2851,2.286381
1,2880,3.106686
2,2908,0.279253
3,2934,1.675516
0,2962,1.448623
1,2989,2.687807
