0,0,3.124139
1,27,1.012291
2,55,2.024582
3,82,0.541052
1,138,1.134464
2,165,2.356194
3,194,0.942478
0,221,3.001966
1,250,1.186824
2,276,2.775074
3,304,1.012291
0,331,2.460914
1,359,1.134464
2,388,3.089233
3,415,1.466077
0,442,2.094395
1,471,0.977384
2,499,0.401426
3,525,1.937315
1,581,0.994838
2,608,0.802851
0,662,1.675516
1,689,0.977384
2,716,1.029744
3,742,2.234021
0,768,1.082104
1,797,1.117011
2,823,1.588250
3,849,2.652900
0,878,0.575959
1,905,1.012291
2,931,1.797689
3,960,2.548181
0,989,0.436332
1,1018,0.750492
2,1046,2.373648
3,1072,0.122173
0,1100,0.139626
1,1128,0.750492
2,1157,2.635447
3,1184,3.071779
0,1213,2.932153
1,1240,0.453786
2,1266,2.827433
3,1292,0.593412
0,1320,2.513274
1,1348,0.331613
3,1404,0.733038
0,1433,1.902409
1,1461,0.174533
2,1488,0.523599
3,1516,1.134464
0,1543,1.815142
1,1570,2.914700
3,1623,1.064651
0,1649,1.361357
1,1677,2.757620
2,1704,0.698132
3,1732,1.308997
0,1759,1.186824
1,1785,2.635447
2,1812,1.692969
3,1838,1.466077
0,1867,0.802851
1,1894,2.879793
2,1922,1.483530
3,1951,1.884956
0,1977,0.331613
2,2032,2.199115
3,2058,1.902409
0,2086,0.139626
1,2114,2.059489
2,2140,2.216568
3,2167,2.548181
0,2193,2.617994
1,2221,2.146755
2,2250,2.426008
3,2278,2.635447
0,2306,2.600541
1,2333,1.884956
2,2362,2.809980
3,2389,2.583087
0,2415,1.954769
1,2443,1.570796
2,2469,0.174533
3,2496,2.914700
0,2525,1.640609
1,2551,1.099557
2,2579,0.261799
3,2608,0.052360
0,2636,1.239184
1,2663,1.186824
2,2691,0.680678
3,2719,0.104720
0,2746,0.977384
1,2773,0.698132
2,2800,1.012291
3,2827,0.436332
0,2855,0.820305
1,2882,0.226893
2,2910,1.099557
3,2938,0.663225
0,2964,0.139626
1,2990,0.174533
