0,0,2.007129
1,27,2.007129
2,54,2.809980
3,82,1.274090
0,109,1.378810
1,137,2.164208
2,166,3.106686
3,193,1.378810
0,222,1.291544
1,249,2.303835
2,275,0.226893
3,303,1.762783
0,329,1.151917
1,357,1.937315
2,384,0.418879
3,412,2.129302
0,440,1.029744
1,469,1.954769
2,497,0.855211
0,552,0.628319
1,578,1.937315
2,607,1.186824
3,634,2.879793
0,662,0.034907
2,719,1.500983
3,747,0.052360
0,774,0.174533
1,801,1.710423
2,829,1.692969
3,858,0.226893
0,886,2.652900
1,912,2.024582
2,939,2.094395
3,968,0.907571
0,997,2.827433
1,1024,1.797689
2,1052,2.426008
3,1079,0.994838
0,1108,2.321288
1,1135,1.745329
2,1162,2.478368
3,1191,1.326450
0,1220,2.181662
1,1249,1.413717
2,1275,3.036873
3,1301,1.588250
0,1327,1.972222
1,1355,1.500983
2,1384,3.071779
3,1410,1.919862
0,1436,1.553343
1,1464,1.117011
2,1492,0.349066
3,1518,2.530727
0,1544,1.099557
1,1570,1.326450
2,1598,0.523599
3,1624,2.373648
0,1650,1.169371
1,1677,0.959931
2,1705,0.820305
3,1733,2.722714
0,1759,0.261799
1,1787,0.715585
2,1813,0.977384
3,1842,2.879793
0,1868,0.383972
1,1894,0.837758
2,1922,1.134464
3,1951,0.174533
0,1980,2.879793
1,2007,0.331613
2,2033,1.553343
3,2060,0.488692
0,2087,2.687807
1,2115,0.296706
2,2143,1.745329
3,2169,0.907571
0,2195,2.548181
1,2224,0.174533
2,2250,2.076942
3,2278,0.890118
0,2306,2.199115
1,2335,0.104720
3,2388,1.256637
0,2414,1.710423
1,2440,2.775074
2,2467,2.513274
3,2494,1.710423
0,2521,1.448623
1,2549,2.757620
2,2576,2.548181
3,2602,1.902409
0,2631,1.169371
1,2658,2.705260
2,2686,3.019420
3,2715,1.954769
0,2741,1.274090
1,2768,2.286381
2,2794,2.984513
3,2821,2.286381
1,2876,2.181662
2,2902,3.036873
3,2928,2.513274
0,2954,0.296706
1,2980,1.867502
