0,0,0.122173
1,29,2.216568
2,58,0.523599
3,85,0.436332
0,113,2.932153
1,139,2.286381
2,166,0.890118
3,193,0.680678
0,219,2.670354
1,247,2.059489
2,275,1.047198
3,302,0.994838
0,329,2.548181
1,356,2.164208
2,382,1.134464
3,410,1.256637
0,437,1.780236
1,466,1.710423
2,494,1.972222
3,522,1.448623
0,548,1.850049
1,575,2.059489
2,602,2.216568
3,629,1.745329
0,658,1.466077
1,687,2.146755
2,716,2.513274
3,743,2.024582
0,769,0.977384
1,798,1.937315
2,825,3.019420
3,851,2.373648
0,880,0.715585
1,906,1.466077
2,934,0.122173
3,960,2.460914
0,988,0.174533
1,1014,1.326450
2,1041,0.174533
3,1067,2.530727
0,1095,3.089233
1,1121,1.500983
2,1150,0.750492
3,1177,3.036873
0,1203,3.106686
1,1232,1.134464
2,1261,1.186824
3,1288,0.069813
0,1315,2.199115
1,1342,1.134464
2,1370,1.413717
3,1397,0.349066
0,1425,1.972222
1,1451,0.541052
2,1477,1.919862
3,1503,0.331613
0,1532,1.780236
1,1561,0.541052
2,1590,1.954769
3,1618,0.663225
0,1646,1.274090
1,1674,0.034907
2,1700,2.338741
3,1728,1.029744
0,1754,0.575959
1,1781,0.087266
2,1809,2.670354
3,1838,1.204277
0,1865,0.663225
1,1891,0.017453
2,1917,3.089233
3,1943,1.692969
0,1969,0.174533
1,1996,2.740167
2,2022,0.279253
3,2049,1.570796
0,2077,3.001966
1,2103,2.443461
2,2130,0.558505
3,2159,1.954769
0,2186,2.722714
1,2213,2.076942
2,2241,0.785398
1,2325,1.762783
2,2351,1.378810
3,2378,2.373648
0,2405,1.727876
1,2433,1.413717
2,2461,1.378810
3,2489,2.548181
0,2516,1.256637
1,2542,1.675516
2,2571,1.640609
3,2599,2.530727
0,2627,1.099557
1,2653,0.925025
2,2681,1.919862
3,2708,3.001966
0,2735,0.715585
1,2761,0.942478
2,2790,2.460914
3,2816,2.687807
0,2843,0.157080
1,2869,0.645772
2,2896,2.530727
3,2923,0.104720
0,2951,3.001966
1,2980,0.366519
