24.8804,25.1450,9.4220,-1.4851
25.0841,24.9865,9.4217,-1.5048
25.3265,24.8723,9.3813,-1.4918
25.6434,24.8784,9.3752,-1.5015
25.9678,24.9945,9.3575,-1.5260
26.2199,25.0222,9.3668,-1.5889
26.4245,24.9115,9.2723,-1.5760
26.5464,24.6945,9.0705,-1.8764
26.9406,24.8887,9.1555,-0.3594
27.1112,24.8683,9.0727,-0.3702
27.4256,24.8648,9.0838,-0.3624
27.8712,25.0054,9.7610,0.0503
28.1901,24.9391,9.8167,-0.0792
28.5801,24.9311,9.9190,-0.1505
28.7559,24.8848,9.8891,-0.1768
29.2637,24.8787,10.2616,0.1156
29.4498,24.9832,10.3956,-0.2131
29.7695,25.0194,10.1308,-0.1311
30.0357,25.0026,10.6019,0.3897
30.3446,24.9535,10.0636,-0.0099
30.5460,25.0491,10.1019,-0.1463
30.8721,24.9889,9.9060,-0.1187
31.1416,24.8974,10.0853,0.1110
31.4111,24.9020,10.0562,0.0910
31.6645,24.8779,10.0407,0.1390
31.7984,24.8997,10.1726,0.0566
32.1319,24.9908,10.1211,-0.0601
32.4357,25.0199,10.0627,-0.0955
32.6942,25.0344,10.0680,-0.1117
33.3084,24.9622,10.3957,0.1498
33.4485,24.9096,10.1379,0.1098
34.0876,24.6092,10.5375,-0.6446
34.2997,24.6132,10.2989,-0.4346
34.6510,24.6034,10.3430,-0.3727
34.9465,24.7078,10.6485,-0.3355
35.2237,24.9808,10.3680,0.3182
35.1288,25.1285,9.3943,0.9778
35.3434,25.1213,9.2766,0.6897
35.6009,25.1981,9.4337,0.7063
35.8149,25.2688,9.4141,0.7485
36.3531,25.0398,10.1916,0.2298
36.5554,24.9419,10.1249,0.1277
36.9274,24.8891,9.7808,-0.0478
37.1944,25.0304,9.8111,-0.2866
37.4559,24.8837,10.0665,-0.4119
37.7470,24.9010,10.1669,-0.2747
37.9999,24.8701,10.0329,-0.3362
38.2154,25.0148,10.0141,-0.1618
38.5902,25.0119,9.8091,-0.0228
38.8584,24.9971,9.8282,0.0027
38.9599,24.9292,10.1585,0.1362
39.3895,24.8358,10.1847,-0.2733
39.5753,25.0407,9.8532,-0.1414
39.8427,24.9208,9.8094,-0.2172
40.1370,24.9712,10.0842,-0.1571
40.4577,24.7728,10.0728,-0.2951
40.5276,24.9017,9.5361,0.0201
40.8933,24.9649,9.6712,0.2126
41.2579,24.8716,10.0863,0.3511
41.5191,25.0221,10.0956,0.0393
41.7513,25.0271,10.1433,0.0111
42.0566,25.0434,10.0591,-0.1091
42.2913,24.9728,10.2445,-0.0171
42.7147,24.7450,10.2258,-0.3240
42.8375,24.9472,9.6953,0.0154
43.1514,24.9033,9.8929,0.3040
43.4041,24.9302,10.0584,0.3556
43.6919,24.8563,10.0341,0.1784
44.0162,24.9437,10.3435,-0.0301
44.3073,24.9310,10.3211,-0.0628
44.4980,24.9458,10.1808,-0.1041
44.8859,24.6446,10.1291,-0.5445
45.0136,24.8646,9.7846,-0.2760
45.2980,24.9549,10.1747,0.3000
45.5533,24.9347,10.0991,0.2780
45.7794,24.9987,10.0350,-0.0962
46.0339,25.0189,9.9522,-0.0306
46.3658,24.9728,9.8427,-0.2053
46.6444,24.9468,9.8795,-0.1948
46.9052,24.9680,9.8903,-0.1516
47.2145,24.7913,10.0357,-0.2691
47.5100,24.9221,10.2541,0.0635
47.7991,24.9155,10.2492,0.0623
48.0969,24.9413,10.2758,0.1547
48.2306,24.9571,10.0715,0.3193
48.4897,24.9492,10.0451,0.2773
48.9025,25.0442,10.1997,0.3133
49.1039,24.7821,9.9568,-0.3974
49.2473,24.9552,9.3570,0.0518
49.4052,24.9469,9.2743,0.0043
49.8969,24.8927,9.8629,0.1380
50.1687,24.8622,9.9205,0.1623
50.4280,24.8633,9.9245,0.1586
50.6987,24.8833,9.9493,0.2001
50.8816,24.9949,9.6942,0.1555
51.0545,24.9608,9.5940,-0.0484
51.4600,24.9216,9.8546,-0.2985
51.7286,24.8594,10.1349,0.1519
52.0760,24.8726,9.9865,0.1619
52.3281,24.8733,9.9902,0.1692
52.5351,24.9818,9.9069,0.2142
52.8012,24.9622,9.7644,-0.0239
53.0225,24.9677,9.7566,-0.0252
53.2957,25.0047,9.8483,0.1263
53.6796,25.0237,10.1127,-0.1474
53.9609,25.0420,10.0853,-0.1946
54.2350,25.0367,10.0687,-0.1973
54.4766,24.9590,10.0264,-0.2692
54.9215,24.5453,10.5719,-1.0071
