23.8193,40.5023,10.0851,-0.0444
23.9951,40.4673,10.0476,-0.0256
24.3491,40.3298,9.9529,0.0233
24.8078,40.2816,9.9542,0.0224
25.1926,40.3728,10.1880,-0.0820
25.2529,40.3743,10.9976,-0.4380
25.9514,40.5210,10.7102,-0.2003
26.0392,40.5035,10.6906,-0.1626
26.4356,40.4800,10.8048,-0.1640
27.0064,40.4391,10.7099,-0.1470
27.1274,40.1610,11.2923,-0.8244
27.5633,40.3086,11.5407,-0.4755
27.8817,40.4077,12.0271,-0.3173
27.9424,40.4773,11.7732,-0.1287
28.1633,40.4258,11.2225,-0.3863
28.5238,40.2626,11.0776,-0.7805
28.5214,40.4307,10.3351,0.1396
28.8093,40.4415,10.3180,0.1458
29.0409,40.4318,10.2281,0.0679
29.4261,40.4938,10.2935,0.1955
29.8701,40.4252,10.4633,-0.1762
29.9649,40.4372,9.9799,0.0144
30.3012,40.4693,9.9330,-0.0231
30.5922,40.5056,9.9103,-0.0640
30.8006,40.4983,9.8187,0.2168
31.0275,40.4189,10.1659,0.0973
31.3191,40.4178,10.0911,0.0274
31.6148,40.4335,10.1293,0.1241
31.8871,40.4689,10.1857,-0.0190
32.1361,40.4350,10.1219,0.0254
32.5343,40.5499,9.8211,-0.2198
32.7407,40.4783,9.7788,-0.2863
32.8011,40.6429,9.5779,0.3029
33.2070,40.5713,9.7593,0.2216
33.6106,40.8400,10.2186,0.7780
33.8084,40.5141,9.7445,-0.0025
34.1789,40.5000,9.8482,-0.3352
34.4442,40.4839,9.9927,-0.4036
34.7739,40.4868,10.4181,-0.0292
35.1101,40.4794,10.3954,-0.0606
35.5764,40.2989,10.6715,-0.4929
35.5758,40.5277,9.8330,-0.0774
35.8951,40.5389,10.2144,0.2464
36.1387,40.5079,10.1545,0.1692
36.4500,40.5047,10.1812,0.0764
36.9209,40.5105,10.3334,0.0027
36.9654,40.4566,9.9183,-0.3651
37.2365,40.4124,9.9096,-0.3758
37.4614,40.5782,9.8457,-0.1279
37.6596,40.4923,9.4993,0.0567
37.9705,40.5121,9.6086,0.1546
38.2117,40.5459,9.6624,0.2112
38.4250,40.6074,9.6541,0.2487
38.9013,40.4574,9.8668,0.1412
39.0869,40.4954,9.7614,0.0052
39.3685,40.5035,9.7965,0.0389
39.5325,40.5759,9.7727,0.1529
40.0465,40.4451,9.9930,0.0242
40.5067,40.5047,10.2239,0.2330
40.7117,40.4390,10.2522,-0.0621
41.0920,40.4402,10.0101,0.1147
41.2402,40.4854,9.7896,-0.1005
41.6121,40.4501,10.0671,0.1535
41.9156,40.5734,10.0945,-0.2393
42.1584,40.5497,10.1653,-0.2846
42.4638,40.4542,10.0966,-0.3477
42.7515,40.4631,10.1996,-0.2596
43.0127,40.5188,10.1865,-0.1584
43.2884,40.5330,10.1453,-0.1321
43.5611,40.5116,10.1749,-0.1055
43.8412,40.4845,10.1995,-0.0866
44.1163,40.4710,10.1981,-0.0740
44.4497,40.4464,9.8340,0.1702
44.6910,40.4140,9.8946,0.2269
44.7780,40.4799,9.6026,0.0247
44.9828,40.3063,9.6132,-0.3311
45.2169,40.2679,9.6046,-0.3250
45.8295,40.4844,10.1162,0.1488
46.1091,40.5097,9.9264,0.0478
46.2383,40.5594,9.9284,0.4148
46.4758,40.4670,10.3186,0.1283
46.9789,40.5529,10.5689,0.3331
47.0323,40.4497,10.1819,0.0866
47.3626,40.4311,10.1424,0.1907
47.6561,40.4692,10.1937,0.1529
47.9891,40.5239,10.2362,0.1929
48.3858,40.6112,10.3207,0.2421
48.6942,40.4513,10.3047,-0.1631
48.7639,40.4315,9.9026,0.1640
49.0718,40.4862,9.5833,-0.2045
49.1172,40.4101,9.2114,-0.3954
49.3361,40.5666,9.4347,0.0950
49.9447,40.3526,10.1095,-0.4353
50.2939,40.3893,10.3350,-0.2216
50.4760,40.3436,10.0806,-0.3522
50.6626,40.5403,10.1500,-0.0267
51.0564,40.4502,9.8074,0.2330
51.2731,40.4833,9.9068,0.3322
51.5239,40.5272,9.9624,0.3572
51.8197,40.4954,9.9462,0.2581
52.0863,40.4476,10.0093,0.2025
52.3742,40.5072,10.0332,0.2274
52.6430,40.5280,10.0182,0.2212
52.9234,40.3932,9.9838,0.0406
53.1515,40.3955,10.0709,-0.0374
53.4346,40.4005,10.0464,-0.0622
53.6682,40.4106,10.1027,-0.0421
