29.1152,45.1848,39.7501,0.0169
30.1083,45.1379,39.7500,0.0125
31.1447,45.1850,39.7372,0.0225
32.3201,45.2716,39.7661,0.0466
33.4150,45.2513,39.7591,0.0340
34.5681,45.1067,39.7734,-0.0403
35.7018,45.1859,39.7257,-0.0137
36.7536,45.2525,39.9562,0.0117
37.8729,45.2220,39.8479,0.0194
39.0672,45.2247,39.8441,0.0233
40.2124,45.1437,40.3111,0.0829
41.3645,45.1654,40.0000,0.0000
42.4370,45.1676,40.2915,0.0193
43.5546,45.1782,40.2939,0.0013
44.7342,45.2150,40.0762,-0.0157
45.7685,45.3288,40.0134,-0.1378
46.8350,45.2426,40.2652,-0.1510
47.9887,45.2420,40.1210,-0.1009
49.0165,45.1979,39.9293,0.0280
50.2361,45.2663,39.7483,-0.1253
51.3286,45.2288,39.9199,-0.0182
52.4944,45.2356,39.9190,-0.0295
53.6726,45.2274,39.8977,-0.0108
54.8501,45.2359,39.8784,-0.0280
55.8314,45.1858,40.1608,0.0950
56.9487,45.3098,40.0433,-0.2235
58.0763,45.3302,39.8853,-0.1805
59.0434,45.1884,40.0409,0.0317
60.0675,45.1565,40.0302,0.1671
62.2622,45.0790,39.9651,0.2759
63.4912,45.2642,40.0000,0.0000
64.5551,45.2731,39.7410,-0.1387
65.6070,45.1950,39.8354,0.0333
66.7979,45.1458,39.9610,0.0307
67.8347,45.1852,39.9846,0.0042
69.0108,45.1111,39.8478,0.1826
