25.0377,40.9105,39.6164,-0.0154
26.0705,40.9705,39.6173,-0.0244
27.1352,40.9381,39.5889,-0.0068
28.1758,40.8198,39.6344,0.0341
29.2578,40.9346,39.6071,-0.0177
30.4393,40.9478,39.6028,-0.0029
31.6102,40.9558,39.6224,-0.0117
32.7841,40.9583,39.6196,-0.0144
33.9520,40.9524,39.6384,0.0153
35.0760,40.9793,39.6716,-0.0919
36.2181,40.9963,39.7843,-0.1455
37.3393,40.9516,40.1494,-0.0161
38.3984,40.8976,40.0312,-0.1501
39.5316,40.9639,39.9860,0.0723
40.6155,40.9563,40.0586,0.0309
41.6738,40.9803,40.2409,0.1979
42.7755,40.9577,39.9996,-0.0045
43.8566,40.9760,39.9886,0.1195
44.9851,41.0027,40.0000,0.0000
46.0409,41.0273,40.0353,-0.1564
47.1441,41.0259,40.0586,-0.0873
48.2207,41.0263,40.0000,0.0000
49.4001,40.9752,40.0922,-0.0349
50.5149,40.9644,40.1432,-0.1280
51.6551,40.9327,40.1150,-0.2571
52.6585,40.8740,40.0000,0.0000
53.7169,40.9453,39.7111,-0.1467
54.8989,40.9934,40.0612,0.2273
56.0526,40.9939,39.9710,0.1971
57.0857,40.9623,39.8756,-0.1248
58.1465,40.8850,40.0103,-0.0265
59.2937,40.9181,40.0655,-0.0768
60.3671,40.8440,39.9929,-0.1521
61.3836,40.8157,39.9961,-0.0417
62.5735,40.9773,40.0522,-0.0165
63.6517,40.9859,40.0000,0.0000
64.8368,40.9928,39.8971,0.2992
