31.0826,35.3253,40.1257,-0.1370
32.1230,35.3263,40.1256,-0.1345
33.2021,35.3264,40.1444,-0.1437
34.3220,35.3269,40.1478,-0.1395
35.3631,35.3298,40.1645,-0.1245
36.4816,35.3277,40.1673,-0.1402
37.5218,35.3262,40.0876,-0.1069
38.6879,35.3393,40.1679,-0.0112
39.7988,35.3191,39.9749,-0.1401
40.8757,35.3136,39.9809,-0.1851
41.9971,35.3114,39.8240,-0.1029
43.1324,35.3459,40.0626,0.1929
44.2052,35.3272,39.8072,0.0698
45.3527,35.3020,39.8032,-0.2139
46.4649,35.2956,40.0306,-0.2268
47.6317,35.3106,40.1763,-0.2120
48.7494,35.3064,40.1385,-0.2260
49.8706,35.3090,40.1452,-0.1776
51.0328,35.3099,40.0293,-0.0884
52.0677,35.2998,39.9707,-0.1667
54.2305,35.3064,40.0556,-0.0641
55.3521,35.3073,39.9898,-0.0098
56.4999,35.2810,39.8386,-0.2171
57.6581,35.2769,39.8354,-0.2178
58.7488,35.2984,39.9505,0.0044
59.9124,35.3021,39.8775,0.0851
61.0026,35.3244,39.9985,0.2688
63.2043,35.3268,39.9499,0.2390
64.3601,35.3220,40.0825,0.0785
65.4309,35.3023,39.9744,-0.0930
66.5932,35.3111,40.1277,-0.0711
67.7134,35.3120,40.1338,-0.0647
68.8735,35.3125,40.1298,-0.0584
70.0529,35.3500,40.0860,0.0808
