0,0,0.401426
1,26,0.575959
2,53,0.331613
3,80,2.443461
0,109,2.879793
1,135,0.959931
2,161,1.745329
3,189,0.750492
0,217,1.884956
1,245,1.535890
2,272,3.054326
0,327,1.064651
1,355,1.396263
2,381,1.291544
3,410,0.069813
0,437,2.984513
1,465,1.675516
2,492,2.617994
3,521,1.413717
0,550,1.832596
1,578,1.029744
2,605,0.663225
3,631,2.530727
0,658,0.383972
1,687,0.942478
2,713,2.338741
3,739,0.593412
0,768,2.460914
1,794,0.139626
2,823,0.069813
3,851,1.448623
0,880,0.977384
1,906,2.391101
2,932,1.396263
3,961,2.373648
0,988,2.757620
