0,0,2.251475
1,26,0.034907
2,54,2.862340
0,108,2.007129
1,134,3.124139
2,163,0.907571
3,189,2.286381
0,217,1.431170
1,246,0.279253
2,275,2.094395
3,301,0.645772
0,329,0.506145
1,358,0.523599
2,385,0.139626
3,414,2.059489
0,441,2.740167
1,470,0.244346
2,496,1.361357
3,523,0.366519
0,551,1.605703
1,577,3.106686
2,604,2.268928
3,633,2.164208
0,661,0.610865
1,690,2.740167
2,718,0.034907
3,746,0.052360
0,775,2.809980
1,803,2.059489
2,829,0.925025
3,857,1.274090
0,885,1.483530
1,912,1.483530
2,938,1.623156
3,967,2.792527
0,995,0.349066
