0,0,2.199115
1,27,0.296706
2,54,0.209440
3,81,1.972222
0,109,1.047198
2,166,1.239184
3,194,3.036873
0,222,2.757620
1,248,0.366519
2,275,2.967060
3,303,1.151917
1,360,2.949606
2,386,1.291544
3,412,2.234021
0,438,3.054326
1,466,2.024582
2,495,2.705260
3,521,2.967060
0,549,1.623156
1,576,1.274090
2,603,0.855211
3,632,0.383972
0,659,0.000000
1,685,3.036873
2,712,2.600541
3,741,1.378810
0,767,1.692969
1,793,1.902409
2,822,0.331613
3,851,1.902409
0,877,0.017453
1,906,0.418879
2,935,1.500983
0,992,1.500983
