0,0,2.111848
1,29,2.216568
2,58,0.593412
3,85,1.553343
0,111,1.815142
1,140,2.932153
2,166,1.797689
3,192,2.949606
0,220,1.274090
1,247,2.775074
2,276,2.932153
3,305,1.204277
0,334,0.279253
1,360,2.984513
2,388,1.221730
3,415,2.635447
0,441,2.478368
1,467,3.106686
2,496,2.251475
3,522,0.890118
0,548,1.745329
1,575,2.740167
2,602,0.034907
3,630,2.408554
1,684,2.635447
2,710,1.413717
3,738,0.331613
0,767,2.844887
1,795,2.181662
2,822,2.408554
3,849,1.884956
0,877,1.500983
1,903,1.535890
2,930,3.071779
3,957,2.932153
0,983,0.436332
