0,0,0.087266
1,27,2.914700
2,56,2.443461
3,84,0.558505
0,113,2.181662
1,139,2.705260
2,166,0.767945
3,193,1.919862
0,222,1.047198
1,248,2.565634
2,274,2.024582
3,303,2.984513
0,331,2.862340
1,357,2.356194
2,383,0.034907
3,411,1.413717
0,438,1.919862
1,466,1.867502
2,492,1.029744
3,521,2.234021
0,550,0.645772
1,577,1.326450
2,606,2.338741
3,634,0.296706
0,661,2.373648
1,689,0.453786
3,744,0.959931
0,770,1.221730
1,796,2.652900
2,823,0.628319
3,851,2.129302
0,880,2.792527
1,908,1.658063
2,937,1.343904
3,964,2.914700
0,991,1.658063
