0,0,0.069813
1,26,1.256637
2,53,2.844887
3,81,1.221730
0,107,2.007129
1,135,1.134464
2,161,1.151917
3,190,2.286381
0,218,0.575959
1,245,0.767945
2,273,2.652900
3,301,0.191986
0,328,2.338741
1,357,0.122173
2,385,0.698132
3,414,1.378810
0,442,0.959931
1,470,2.565634
2,499,2.094395
3,525,2.408554
1,579,1.658063
2,607,0.139626
3,636,0.209440
0,665,1.012291
1,692,0.575959
2,721,1.343904
3,748,0.698132
1,803,2.548181
2,832,2.286381
3,859,1.483530
0,888,1.239184
1,916,1.256637
2,945,3.071779
3,974,1.710423
