0,0,0.261799
1,27,2.268928
2,55,2.844887
3,84,2.478368
0,110,2.286381
1,138,1.972222
2,166,0.959931
3,193,0.698132
0,221,1.291544
1,250,2.094395
2,277,2.024582
3,303,2.164208
0,330,0.418879
1,358,1.710423
2,385,0.174533
3,413,0.314159
0,441,2.722714
1,470,1.658063
2,497,1.151917
3,526,1.797689
0,554,1.308997
1,581,1.029744
2,608,2.094395
3,637,3.089233
0,663,0.191986
1,689,0.191986
2,716,2.757620
3,744,0.994838
0,773,1.972222
1,799,2.879793
2,828,0.488692
3,854,2.146755
0,880,0.994838
1,906,2.007129
2,933,1.151917
3,959,3.001966
0,986,2.670354
